lcd_id,lcd_version,meeting_id,meeting_date,"meeting_info",sort_order,last_updated
40167,12,2,2025-06-25 00:00:00,"<p>Virtual tele-conference</p>
<p>11:00am - 1:00pm CT</p>
<p>12:00pm - 2:00pm ET</p>",2,2025-05-09 11:28:11.397000000
40173,4,1,2025-06-26 00:00:00,"<p>Teleconference Only</p>",1,2025-05-06 21:56:49.047000000
40174,4,1,2025-06-26 00:00:00,"<p>Teleconference only</p>",1,2025-05-06 21:58:06.310000000
40175,4,1,2024-10-17 00:00:00,"<p>Teleconference Only</p>",1,2025-05-08 12:24:18.330000000
40175,4,2,2025-06-26 00:00:00,"<p>Teleconference Only</p>",2,2025-05-08 12:24:18.333000000
40177,4,1,2025-06-25 00:00:00,"<p>Virtual Teleconference</p>
<p>11:00 am-1:00 pm CT</p>
<p>12:00 pm-2:00 pm ET</p>",1,2025-05-05 10:51:40.223000000
40178,3,1,2025-06-10 00:00:00,"<p>Please check the CGS website under LCD &amp; Medical Policy Stakeholder Meetings for detail information on the open meeting discussion for this policy.</p>",1,2025-05-09 13:51:19.860000000
40180,6,1,2025-06-25 00:00:00,"<p>Virtual tele-conference</p>
<p>&nbsp;</p>
<p>11:00 am - 1:00 pm CT</p>
<p>12:00 pm - 2:00 pm ET</p>",1,2025-05-05 11:33:15
40181,8,1,2025-06-25 00:00:00,"<p>Virtual tele-conference</p>
<p>11:00am - 1:00pm CT</p>
<p>12:00pm - 2:00pm ET</p>
<p>&nbsp;</p>",1,2025-05-07 22:47:09.103000000
40183,9,1,2025-06-10 00:00:00,"<p>Please refer to CGS website for more information.</p>",1,2025-05-06 15:02:26.400000000
40184,7,1,2025-06-26 00:00:00,"<p>Teleconference only</p>",1,2025-05-26 03:19:30.740000000
40185,7,1,2025-06-26 00:00:00,"<p>Teleconference only</p>",1,2025-05-26 03:20:00.983000000
40188,6,1,2025-06-23 00:00:00,"<p>Web Conference</p>",1,2025-05-08 21:09:52.430000000
40188,6,2,2024-10-17 00:00:00,"<p>Web Conference</p>",2,2025-05-08 21:09:52.433000000
40192,3,1,2024-10-17 00:00:00,"<p>WPS AB MAC (J5 and J8)<br />NGS AB MAC (J6 &amp; JK)<br />CGS AB MAC (J15) <br />Noridian AB MAC (JE &amp; JF)<br />Palmetto AB MAC (JJ &amp; JM)</p>",1,2025-05-09 14:53:37.893000000
40192,3,2,2025-06-25 00:00:00,"<p>J5 and J8</p>",2,2025-05-09 14:53:37.900000000
40192,3,3,2025-06-26 00:00:00,"<p><strong>WPS CAC Engagement Meeting</strong></p>
<p><span style=""background: white;"">J5 <br />J8</span></p>",3,2025-05-09 14:53:37.903000000
40194,3,1,2025-06-25 00:00:00,"<p>J5 and J8</p>",1,2025-05-19 19:49:47.023000000
40194,3,2,2025-06-26 00:00:00,"<p>J5, J8</p>",2,2025-05-19 19:49:47.030000000
40195,3,1,2025-06-25 00:00:00,"<p>J5 and J8</p>",1,2025-05-20 15:03:31.750000000
40195,3,2,2025-06-26 00:00:00,"<p>J5 &amp; J8 Teleconference</p>",2,2025-05-20 15:03:31.770000000
